sampleID,Group,dataset
EGAR00001420180_9002000001211604,0,MultiDisease
EGAR00001420211_9002000001226278LL,0,MultiDisease
EGAR00001420215_9002000001227800,0,MultiDisease
EGAR00001420216_9002000001227810,0,MultiDisease
EGAR00001420248_9002000001239202,0,MultiDisease
EGAR00001420274_9002000001249639,0,MultiDisease
EGAR00001420275_9002000001250148,0,MultiDisease
EGAR00001420286_9002000001254835,0,MultiDisease
EGAR00001420289_9002000001256043LL,0,MultiDisease
EGAR00001420290_9002000001256080,0,MultiDisease
EGAR00001420327_9002000001269702,0,MultiDisease
EGAR00001420330_9002000001270534,0,MultiDisease
EGAR00001420333_9002000001271522,0,MultiDisease
EGAR00001420337_9002000001273035,0,MultiDisease
EGAR00001420338_9002000001273483,0,MultiDisease
EGAR00001420340_9002000001273877,0,MultiDisease
EGAR00001420342_9002000001274471,0,MultiDisease
EGAR00001420346_9002000001275441,0,MultiDisease
EGAR00001420347_9002000001275760,0,MultiDisease
EGAR00001420403_9002000001301926,0,MultiDisease
EGAR00001420404_9002000001302217,0,MultiDisease
EGAR00001420453_9002000001334186,0,MultiDisease
EGAR00001421038_9002000001493718,0,MultiDisease
EGAR00001421040_9002000001494958,0,MultiDisease
EGAR00001421046_9002000001497216,0,MultiDisease
EGAR00001421047_9002000001498106,0,MultiDisease
EGAR00001421048_9002000001498948,0,MultiDisease
EGAR00001421050_9002000001501041,0,MultiDisease
EGAR00001421053_9002000001503369,0,MultiDisease
EGAR00001421054_9002000001503538,0,MultiDisease
EGAR00001421058_9002000001504221,0,MultiDisease
EGAR00001421064_9002000001506333,0,MultiDisease
EGAR00001421066_9002000001506914,0,MultiDisease
EGAR00001421067_9002000001507813,0,MultiDisease
EGAR00001421068_9002000001508258,0,MultiDisease
EGAR00001421069_9002000001508561,0,MultiDisease
EGAR00001421074_9002000001512027,0,MultiDisease
EGAR00001421076_9002000001514308,0,MultiDisease
EGAR00001421077_9002000001515190,0,MultiDisease
EGAR00001421094_9002000001523405,0,MultiDisease
EGAR00001421096_9002000001524190,0,MultiDisease
EGAR00001421104_9002000001526900,0,MultiDisease
EGAR00001421109_9002000001528680,0,MultiDisease
EGAR00001421127_9002000001534070,0,MultiDisease
EGAR00001421132_9002000001536840,0,MultiDisease
EGAR00001421147_9002000001543168,0,MultiDisease
EGAR00001421150_9002000001546393,0,MultiDisease
EGAR00001421152_9002000001547520,0,MultiDisease
EGAR00001421153_9002000001547739,0,MultiDisease
EGAR00001421155_9002000001548558,0,MultiDisease
EGAR00001421161_9002000001551301,0,MultiDisease
EGAR00001421165_9002000001553020,0,MultiDisease
EGAR00001420193_9002000001215882,0,MultiDisease
EGAR00001420255_9002000001241407,0,MultiDisease
EGAR00001420256_9002000001242610,0,MultiDisease
EGAR00001420257_9002000001242988,0,MultiDisease
EGAR00001420318_9002000001266362,0,MultiDisease
EGAR00001420518_9002000001354705,0,MultiDisease
EGAR00001420571_9002000001371813,0,MultiDisease
EGAR00001420617_9002000001385621,0,MultiDisease
EGAR00001420618_9002000001385780,0,MultiDisease
EGAR00001420620_9002000001386271,0,MultiDisease
EGAR00001420630_9002000001388991,0,MultiDisease
EGAR00001420686_9002000001400933,0,MultiDisease
EGAR00001420704_9002000001406060,0,MultiDisease
EGAR00001420799_9002000001429200,0,MultiDisease
EGAR00001420802_9002000001430182,0,MultiDisease
EGAR00001420825_9002000001437746,0,MultiDisease
EGAR00001420832_9002000001439197,0,MultiDisease
EGAR00001420833_9002000001439301,0,MultiDisease
EGAR00001420841_9002000001440830,0,MultiDisease
EGAR00001420855_9002000001444419,0,MultiDisease
EGAR00001420856_9002000001444870,0,MultiDisease
EGAR00001420867_9002000001447036,0,MultiDisease
EGAR00001420875_9002000001448300,0,MultiDisease
EGAR00001420877_9002000001448570,0,MultiDisease
EGAR00001420883_9002000001450980,0,MultiDisease
EGAR00001420903_9002000001455557,0,MultiDisease
EGAR00001420933_9002000001462589,0,MultiDisease
EGAR00001420934_9002000001462687,0,MultiDisease
EGAR00001420947_9002000001465099,0,MultiDisease
EGAR00001420952_9002000001467235,0,MultiDisease
EGAR00001420957_9002000001468930,0,MultiDisease
EGAR00001420961_9002000001470722,0,MultiDisease
EGAR00001420962_9002000001471363LL,0,MultiDisease
EGAR00001420979_9002000001476065,0,MultiDisease
EGAR00001420990_9002000001477886,0,MultiDisease
EGAR00001420991_9002000001478005ALL,0,MultiDisease
EGAR00001420995_9002000001479129,0,MultiDisease
EGAR00001421003_9002000001481486,0,MultiDisease
EGAR00001421017_9002000001486419,0,MultiDisease
EGAR00001421019_9002000001487499,0,MultiDisease
EGAR00001421020_9002000001487873,0,MultiDisease
EGAR00001421021_9002000001487891,0,MultiDisease
EGAR00001421022_9002000001488502,0,MultiDisease
EGAR00001421028_9002000001490396,0,MultiDisease
EGAR00001421036_9002000001493342,0,MultiDisease
EGAR00001421037_9002000001493674,0,MultiDisease
EGAR00001420895_9002000001454080,0,MultiDisease
EGAR00001420896_9002000001454184,0,MultiDisease
EGAR00001420996_9002000001479951,0,MultiDisease
EGAR00001421171_9002000001555356,0,MultiDisease
EGAR00001421175_9002000001556980LL,0,MultiDisease
EGAR00001421178_9002000001557655LL,0,MultiDisease
EGAR00001421180_9002000001559275LL,0,MultiDisease
EGAR00001421181_9002000001559794,0,MultiDisease
EGAR00001421182_9002000001561424,0,MultiDisease
EGAR00001421183_9002000001561934,0,MultiDisease
EGAR00001421186_9002000001563269,0,MultiDisease
EGAR00001421202_9002000001570648,0,MultiDisease
EGAR00001421205_9002000001572920,0,MultiDisease
EGAR00001421206_9002000001573176LL,0,MultiDisease
EGAR00001421214_9002000001577850,0,MultiDisease
EGAR00001421218_9002000001582780,0,MultiDisease
EGAR00001421221_9002000001583619,0,MultiDisease
EGAR00001421228_9002000001588212,0,MultiDisease
EGAR00001421229_9002000001588517,0,MultiDisease
EGAR00001421233_9002000001589917,0,MultiDisease
EGAR00001420483_9002000001342983,0,MultiDisease
EGAR00001420484_9002000001343004,0,MultiDisease
EGAR00001420485_9002000001343407,0,MultiDisease
EGAR00001420500_9002000001349429,0,MultiDisease
EGAR00001420507_9002000001351070,0,MultiDisease
EGAR00001420512_9002000001352980,0,MultiDisease
EGAR00001420520_9002000001355177,0,MultiDisease
EGAR00001420533_9002000001359327,0,MultiDisease
EGAR00001420560_9002000001368095,0,MultiDisease
EGAR00001420561_9002000001368870,0,MultiDisease
EGAR00001420567_9002000001370370,0,MultiDisease
EGAR00001420574_9002000001373308,0,MultiDisease
EGAR00001420575_9002000001373550,0,MultiDisease
EGAR00001420591_9002000001378600,0,MultiDisease
EGAR00001420592_9002000001378910,0,MultiDisease
EGAR00001420593_9002000001379150,0,MultiDisease
EGAR00001420636_9002000001390837,0,MultiDisease
EGAR00001420666_9002000001395260,0,MultiDisease
EGAR00001420672_9002000001397355,0,MultiDisease
EGAR00001420675_9002000001397990,0,MultiDisease
EGAR00001420676_9002000001398110,0,MultiDisease
EGAR00001420694_9002000001402624,0,MultiDisease
EGAR00001420731_9002000001412522,0,MultiDisease
EGAR00001420734_9002000001413539,0,MultiDisease
EGAR00001420748_9002000001418010,0,MultiDisease
EGAR00001420749_9002000001418633,0,MultiDisease
EGAR00001420750_9002000001418830,0,MultiDisease
EGAR00001420780_9002000001425146,0,MultiDisease
EGAR00001420781_9002000001425244,0,MultiDisease
EGAR00001420790_9002000001427211,0,MultiDisease
EGAR00001420791_9002000001427400,0,MultiDisease
EGAR00001420845_9002000001441533,0,MultiDisease
EGAR00001420861_9002000001445668,0,MultiDisease
EGAR00001420869_9002000001447386,0,MultiDisease
EGAR00001420872_9002000001447662,0,MultiDisease
EGAR00001420887_9002000001452386,0,MultiDisease
EGAR00001420891_9002000001453220,0,MultiDisease
EGAR00001420907_9002000001456330,0,MultiDisease
EGAR00001420122_9002000001179481,0,MultiDisease
EGAR00001420908_9002000001456509,0,MultiDisease
EGAR00001420909_9002000001456625,0,MultiDisease
EGAR00001420910_9002000001456920,0,MultiDisease
EGAR00001420913_9002000001457730,0,MultiDisease
EGAR00001420916_9002000001459378,0,MultiDisease
EGAR00001420917_9002000001459681,0,MultiDisease
EGAR00001420919_9002000001459832,0,MultiDisease
EGAR00001420922_9002000001460332,0,MultiDisease
EGAR00001420925_9002000001461142,0,MultiDisease
EGAR00001420926_9002000001461438,0,MultiDisease
DLF005-IE,1,MultiDisease
DLM006-IE,1,MultiDisease
DOM005-IE,1,MultiDisease
DOM017-IE,1,MultiDisease
MH0192,1,MultiDisease
MH0221,1,MultiDisease
MH0222,1,MultiDisease
MH0234,1,MultiDisease
MH0238,1,MultiDisease
MH0245,1,MultiDisease
MH0246,1,MultiDisease
MH0252,1,MultiDisease
MH0259,1,MultiDisease
MH0260,1,MultiDisease
MH0261,1,MultiDisease
MH0262,1,MultiDisease
MH0264,1,MultiDisease
MH0265,1,MultiDisease
MH0266,1,MultiDisease
MH0268,1,MultiDisease
MH0270,1,MultiDisease
MH0280,1,MultiDisease
MH0281,1,MultiDisease
MH0283,1,MultiDisease
MH0284,1,MultiDisease
MH0290,0,MultiDisease
MH0293,1,MultiDisease
MH0297,1,MultiDisease
MH0298,1,MultiDisease
MH0299,1,MultiDisease
MH0301,1,MultiDisease
MH0303,1,MultiDisease
MH0308,1,MultiDisease
MH0309,1,MultiDisease
MH0310,1,MultiDisease
MH0311,1,MultiDisease
MH0314,1,MultiDisease
MH0315,1,MultiDisease
MH0319,1,MultiDisease
MH0323,1,MultiDisease
MH0325,1,MultiDisease
MH0326,1,MultiDisease
MH0327,1,MultiDisease
MH0328,1,MultiDisease
MH0329,1,MultiDisease
MH0330,1,MultiDisease
MH0332,1,MultiDisease
MH0334,1,MultiDisease
MH0335,1,MultiDisease
MH0336,0,MultiDisease
MH0337,1,MultiDisease
MH0338,1,MultiDisease
MH0341,1,MultiDisease
MH0342,1,MultiDisease
MH0343,1,MultiDisease
MH0345,1,MultiDisease
MH0347,1,MultiDisease
MH0348,1,MultiDisease
MH0349,1,MultiDisease
MH0350,1,MultiDisease
MH0351,1,MultiDisease
MH0354,1,MultiDisease
MH0356,1,MultiDisease
MH0357,1,MultiDisease
MH0358,1,MultiDisease
MH0359,1,MultiDisease
MH0360,1,MultiDisease
MH0361,1,MultiDisease
MH0363,1,MultiDisease
MH0366,1,MultiDisease
MH0367,1,MultiDisease
MH0370,1,MultiDisease
MH0372,1,MultiDisease
MH0379,1,MultiDisease
MH0382,1,MultiDisease
MH0383,1,MultiDisease
MH0392,1,MultiDisease
MH0394,1,MultiDisease
MH0398,1,MultiDisease
MH0400,1,MultiDisease
MH0401,1,MultiDisease
NLM009-IE,0,MultiDisease
O2.CD1-0,2,MultiDisease
O2.CD1-0-PT,2,MultiDisease
O2.CD2-0,2,MultiDisease
O2.CD2-0-PT,2,MultiDisease
O2.CD3-0-PT,2,MultiDisease
O2.UC1-1,2,MultiDisease
O2.UC11-1,2,MultiDisease
O2.UC12-1,2,MultiDisease
O2.UC13-1,2,MultiDisease
O2.UC14-1,2,MultiDisease
O2.UC15-0,2,MultiDisease
O2.UC16-1,2,MultiDisease
O2.UC17-1,2,MultiDisease
O2.UC18-1,2,MultiDisease
O2.UC19-1,2,MultiDisease
O2.UC20-1,2,MultiDisease
O2.UC2-1,2,MultiDisease
O2.UC21-1,2,MultiDisease
O2.UC22-1,2,MultiDisease
O2.UC23-1,2,MultiDisease
O2.UC24-1,2,MultiDisease
O2.UC26-1,2,MultiDisease
O2.UC27-1,2,MultiDisease
O2.UC28-0,2,MultiDisease
O2.UC29-1,2,MultiDisease
O2.UC30-1,2,MultiDisease
O2.UC3-1,2,MultiDisease
O2.UC31-1,2,MultiDisease
O2.UC32-1,2,MultiDisease
O2.UC35-1,2,MultiDisease
O2.UC36-0,2,MultiDisease
O2.UC37-1,2,MultiDisease
O2.UC38-1,2,MultiDisease
O2.UC40-1,2,MultiDisease
O2.UC4-1,2,MultiDisease
O2.UC41-1,2,MultiDisease
O2.UC43-1,2,MultiDisease
O2.UC44-1,2,MultiDisease
O2.UC46-1,2,MultiDisease
O2.UC47-1,2,MultiDisease
O2.UC48-1,2,MultiDisease
O2.UC5-1,2,MultiDisease
O2.UC6-0,2,MultiDisease
O2.UC7-0,2,MultiDisease
O2.UC8-0,2,MultiDisease
O2.UC9-1,2,MultiDisease
V1.CD1-0-PN,2,MultiDisease
V1.CD1-0-PT,2,MultiDisease
V1.CD12-3,2,MultiDisease
V1.CD1-3-PN,2,MultiDisease
V1.CD20-0,2,MultiDisease
V1.CD2-0-PN,2,MultiDisease
V1.CD2-0-PT,2,MultiDisease
V1.CD3-0-PN,2,MultiDisease
V1.CD3-0-PT,2,MultiDisease
V1.CD32-0,2,MultiDisease
V1.CD32-4,2,MultiDisease
V1.CD3-3-PN,2,MultiDisease
V1.CD37-4,2,MultiDisease
V1.CD40-0,2,MultiDisease
V1.CD4-0-PN,2,MultiDisease
V1.CD4-0-PT,2,MultiDisease
V1.CD43-0,2,MultiDisease
V1.CD44-0,2,MultiDisease
V1.CD44-4,2,MultiDisease
V1.CD45-0,2,MultiDisease
V1.CD46-0,2,MultiDisease
V1.CD48-0,2,MultiDisease
V1.CD49-0,2,MultiDisease
V1.CD50-0,2,MultiDisease
V1.CD5-0-PN,2,MultiDisease
V1.CD51-0,2,MultiDisease
V1.CD52-0,2,MultiDisease
V1.CD53-0,2,MultiDisease
V1.CD54-0,2,MultiDisease
V1.CD55-0,2,MultiDisease
V1.CD6-0-PN,2,MultiDisease
V1.CD6-0-PT,2,MultiDisease
V1.CD7-0-PN,2,MultiDisease
V1.CD8-0-PN,2,MultiDisease
V1.FI01,2,MultiDisease
V1.FI02,2,MultiDisease
V1.FI03,2,MultiDisease
V1.FI04,2,MultiDisease
V1.FI05,2,MultiDisease
V1.FI06,2,MultiDisease
V1.FI07,2,MultiDisease
V1.FI08,2,MultiDisease
V1.FI09,2,MultiDisease
V1.FI10,2,MultiDisease
V1.FI11,2,MultiDisease
V1.FI12,2,MultiDisease
V1.FI13,2,MultiDisease
V1.FI14,2,MultiDisease
V1.FI15,2,MultiDisease
V1.FI16,2,MultiDisease
V1.FI17,2,MultiDisease
V1.FI18,2,MultiDisease
V1.FI19,2,MultiDisease
V1.FI20,2,MultiDisease
V1.FI21,2,MultiDisease
V1.FI22,2,MultiDisease
V1.FI23,2,MultiDisease
V1.FI24,2,MultiDisease
V1.FI25,2,MultiDisease
V1.FI26,2,MultiDisease
V1.FI27,2,MultiDisease
V1.FI28,2,MultiDisease
V1.FI29,2,MultiDisease
V1.FI30,2,MultiDisease
V1.FI31,2,MultiDisease
V1.FI32,2,MultiDisease
V1.FI33,2,MultiDisease
V1.FI34,2,MultiDisease
V1.FI35,2,MultiDisease
V1.FI36,2,MultiDisease
V1.FI37,2,MultiDisease
V1.UC22-1,2,MultiDisease
V1.UC38-4,2,MultiDisease
V1.UC39-4,2,MultiDisease
V1.UC40-1,2,MultiDisease
V1.UC47-4,2,MultiDisease
V1.UC54-4,2,MultiDisease
V1.UC56-1,2,MultiDisease
V1.UC58-4,2,MultiDisease
V1.UC59-0,2,MultiDisease
V1.UC60-0,2,MultiDisease
V1.UC63-0,2,MultiDisease
V1.UC64-0,2,MultiDisease
nHM512705,0,MultiDisease
nHF611710,0,MultiDisease
nHM511712,0,MultiDisease
nHM412716,0,MultiDisease
nHM511717,0,MultiDisease
nHF411719,0,MultiDisease
nHF612722,0,MultiDisease
nHF611623,0,MultiDisease
nHMX11726,0,MultiDisease
nHM410727,0,MultiDisease
nHM511730,0,MultiDisease
nHM510831,0,MultiDisease
nHM510732,0,MultiDisease
nHM510737,0,MultiDisease
nHM511738,0,MultiDisease
nHF411741,0,MultiDisease
nHF409542,0,MultiDisease
nHM612743,0,MultiDisease
nHM411801,0,MultiDisease
nHM512802,0,MultiDisease
nHM412703,0,MultiDisease
nHM512806,0,MultiDisease
nHM612607,0,MultiDisease
nHF512818,0,MultiDisease
nHM612724,0,MultiDisease
nHF512829,0,MultiDisease
nHM410833,0,MultiDisease
nHM412844,0,MultiDisease
FAT_DON_8-22-0-0,0,MultiDisease
FAT_DON_11-22-0-4,0,MultiDisease
FAT_DON_11-22-0-6,0,MultiDisease
SRR3992955,0,MultiDisease
SRR3992956,0,MultiDisease
SRR3992957,0,MultiDisease
SRR3992959,0,MultiDisease
SRR3992961,0,MultiDisease
SRR3992963,0,MultiDisease
SRR3992964,0,MultiDisease
SRR3992965,0,MultiDisease
SRR3992970,0,MultiDisease
SRR3992973,0,MultiDisease
SRR3992974,0,MultiDisease
SRR3992975,0,MultiDisease
SRR3992976,0,MultiDisease
SRR3992977,0,MultiDisease
SRR3992978,0,MultiDisease
SRR3992979,0,MultiDisease
SRR3992982,0,MultiDisease
SRR3992986,0,MultiDisease
SRR3992987,0,MultiDisease
SRR3992990,0,MultiDisease
SRR3992993,0,MultiDisease
SRR3992996,0,MultiDisease
SRR3992997,0,MultiDisease
SRR3992998,0,MultiDisease
SRR3993002,0,MultiDisease
SRR3993007,0,MultiDisease
SRR3993008,0,MultiDisease
SRR3993011,0,MultiDisease
SRR3993012,0,MultiDisease
SRR3993013,0,MultiDisease
SRR3993014,0,MultiDisease
SRR3993018,0,MultiDisease
SRR3993019,0,MultiDisease
SRR3993020,0,MultiDisease
SRR3993023,0,MultiDisease
SRR3993024,0,MultiDisease
SRR3993026,0,MultiDisease
SRR3993030,0,MultiDisease
SRR3993032,0,MultiDisease
SRR3993033,0,MultiDisease
SRR3993034,0,MultiDisease
SRR3993035,0,MultiDisease
SRR3993038,0,MultiDisease
SRR3993039,0,MultiDisease
SRR3993042,0,MultiDisease
SRR3993043,0,MultiDisease
SRR3993044,0,MultiDisease
SRR3993046,0,MultiDisease
SRR3993049,0,MultiDisease
SRR3993050,0,MultiDisease
SRR3993051,0,MultiDisease
SRR3993052,0,MultiDisease
SRR3993054,0,MultiDisease
SRR3993057,0,MultiDisease
SRR3993058,0,MultiDisease
SRR3993060,0,MultiDisease
SRR3993062,0,MultiDisease
SRR3993063,0,MultiDisease
SRR3993064,0,MultiDisease
SAMEA4719776,0,MultiDisease
SAMEA4719780,0,MultiDisease
SAMEA4719781,0,MultiDisease
SAMEA4719782,0,MultiDisease
SAMEA4719788,0,MultiDisease
SAMEA4719790,0,MultiDisease
SAMEA4719792,0,MultiDisease
SAMEA4719793,0,MultiDisease
SAMEA4719799,0,MultiDisease
SAMEA4719801,0,MultiDisease
SAMEA4719803,0,MultiDisease
SAMEA4719804,0,MultiDisease
SAMEA4719805,0,MultiDisease
SAMEA4719806,0,MultiDisease
SAMEA4719807,0,MultiDisease
SAMEA4719808,0,MultiDisease
SAMEA4719809,0,MultiDisease
SAMEA4719810,0,MultiDisease
SAMEA4719812,0,MultiDisease
SAMEA4719815,0,MultiDisease
SAMEA4719760,0,MultiDisease
SAMEA4719761,0,MultiDisease
SAMEA4719764,0,MultiDisease
SAMEA4719768,0,MultiDisease
SAMEA4719769,0,MultiDisease
SAMEA4719771,0,MultiDisease
SID0002_gti,6,MultiDisease
SID0004_cle,6,MultiDisease
SID0005_aaf,6,MultiDisease
SID0006_evh,7,MultiDisease
SID0008_kcu,6,MultiDisease
SID0009_rhg,6,MultiDisease
SID0011_vkb,6,MultiDisease
SID0012_qdz,6,MultiDisease
SID0013_eop,6,MultiDisease
SID0014_cps,6,MultiDisease
SID0017_mqf,7,MultiDisease
SID0018_fze,6,MultiDisease
SID0020_jhi,6,MultiDisease
SID1003_aac,6,MultiDisease
SID1005_aae,6,MultiDisease
SID1006_aaf,6,MultiDisease
SID1009_aai,6,MultiDisease
SID1011_aak,6,MultiDisease
SID1012_aal,6,MultiDisease
SID1014_aan,6,MultiDisease
SID1015_aao,6,MultiDisease
SID1019_aas,6,MultiDisease
SID1022_aav,6,MultiDisease
SID1030_bad,6,MultiDisease
SID1035_bai,7,MultiDisease
SID1037_bak,6,MultiDisease
SID1040_ban,6,MultiDisease
SID1041_bao,7,MultiDisease
SID1048_bav,7,MultiDisease
SID1049_baw,6,MultiDisease
SID1050_bax,6,MultiDisease
SID1052_baz,6,MultiDisease
SID1053_bba,6,MultiDisease
SID1054_bbb,6,MultiDisease
SID5012_fio,6,MultiDisease
SID5016_ish,7,MultiDisease
SID5039_iqx,6,MultiDisease
SID5049_uhx,6,MultiDisease
SID5161_prh,6,MultiDisease
SID5208_byt,6,MultiDisease
SID5338_ihq,6,MultiDisease
SID5355_yse,6,MultiDisease
SID5362_xgk,6,MultiDisease
SID5376_qdo,6,MultiDisease
SID5390_yff,6,MultiDisease
SID5391_rvn,6,MultiDisease
SID5395_kej,7,MultiDisease
SID5397_okf,6,MultiDisease
SID5401_alw,6,MultiDisease
SID5442_twn,6,MultiDisease
SID5443_cul,6,MultiDisease
SID5445_vub,6,MultiDisease
SID5447_cka,6,MultiDisease
SID5450_zsn,6,MultiDisease
SID5458_vgp,6,MultiDisease
SID5460_gix,6,MultiDisease
SID5464_cib,6,MultiDisease
SID5468_vbl,6,MultiDisease
SID5473_irg,6,MultiDisease
SID5486_yds,6,MultiDisease
SID5488_wmq,6,MultiDisease
SID5489_bgj,6,MultiDisease
SID5490_ggo,6,MultiDisease
SID5495_pls,7,MultiDisease
SID5501_aaq,6,MultiDisease
SID5561_vwa,7,MultiDisease
SID5564_meq,6,MultiDisease
SID5566_wwo,6,MultiDisease
SID5570_qby,6,MultiDisease
SID5571_lgi,6,MultiDisease
SID5572_xty,6,MultiDisease
SID5574_yeb,6,MultiDisease
SID5577_ytn,6,MultiDisease
SID5578_fjg,6,MultiDisease
SID5579_bce,6,MultiDisease
SID5581_yad,6,MultiDisease
SID5584_vix,6,MultiDisease
SID5625_bnh,6,MultiDisease
SID5627_irb,6,MultiDisease
SID5629_hiu,6,MultiDisease
SID5630_kod,6,MultiDisease
SID5631_soh,6,MultiDisease
SID5634_lel,6,MultiDisease
SID5636_prt,6,MultiDisease
SID5639_uuc,6,MultiDisease
SID5640_ijm,6,MultiDisease
AS45_0,0,MultiDisease
AS50_0,0,MultiDisease
AS58_0,0,MultiDisease
AS61_0,0,MultiDisease
AS62_0,0,MultiDisease
AS63_0,0,MultiDisease
AS64_0,0,MultiDisease
AS65_0,0,MultiDisease
AS66_0,0,MultiDisease
AS68_0,0,MultiDisease
SID10042055_SF05,0,MultiDisease
SID10057608_SF05,0,MultiDisease
SID10230266_SF07,0,MultiDisease
SID10240582_SF07,0,MultiDisease
SID10280204_SF07,0,MultiDisease
SID10285435_SF07,0,MultiDisease
SID10304173_SF07,0,MultiDisease
SID10391948_SF05,0,MultiDisease
SID10502288_SF07,0,MultiDisease
SID10536335_SF05,0,MultiDisease
SID10540312_SF05,0,MultiDisease
SID10549563_SF07,0,MultiDisease
SID10551221_SF07,0,MultiDisease
SID10585880_SF05,0,MultiDisease
SID10598702_SF05,0,MultiDisease
SID10626339_SF05,0,MultiDisease
SID10713431_SF05,0,MultiDisease
SID11026074_SF06,0,MultiDisease
SID11188967_SF05,0,MultiDisease
SID11275441_SF05,0,MultiDisease
SID11287767_SF05,0,MultiDisease
SID11294862_SF07,0,MultiDisease
SID11418230_SF05,0,MultiDisease
SID11526341_SF07,0,MultiDisease
SID11576479_SF05,0,MultiDisease
SID11608039_SF07,0,MultiDisease
SID11715866_SF05,0,MultiDisease
SID11765695_SF06,0,MultiDisease
SID11837804_SF05,0,MultiDisease
SID11919084_SF05,0,MultiDisease
SID11971292_SF05,0,MultiDisease
SID12016910_SF07,0,MultiDisease
SID12085645_SF05,0,MultiDisease
SID12112483_SF05,0,MultiDisease
SID12815993_SF07,0,MultiDisease
SID13111491_SF05,0,MultiDisease
SID13241014_SF05,0,MultiDisease
SID13512031_SF05,0,MultiDisease
SID13515870_SF05,0,MultiDisease
SID13551775_SF05,0,MultiDisease
SID13750586_SF05,0,MultiDisease
SID13787854_SF07,0,MultiDisease
SID13980738_SF08,0,MultiDisease
SID14175675_SF05,0,MultiDisease
SID14315964_SF05,0,MultiDisease
SID14390583_SF05,0,MultiDisease
SID14581506_SF05,0,MultiDisease
SID14583928_SF05,0,MultiDisease
SID14590405_SF05,0,MultiDisease
SID14948866_SF07,0,MultiDisease
SID14952019_SF05,0,MultiDisease
SID15074981_SF05,0,MultiDisease
SID15401240_SF05,0,MultiDisease
SID15487950_SF05,0,MultiDisease
SID15673945_SF06,0,MultiDisease
SID15717213_SF05,0,MultiDisease
SID15717522_SF07,0,MultiDisease
SID15721911_SF07,0,MultiDisease
SID15752525_SF07,0,MultiDisease
SID15785561_SF05,0,MultiDisease
SID16240769_SF05,0,MultiDisease
SID16396439_SF05,0,MultiDisease
SID16485541_SF05,0,MultiDisease
SID16545524_SF05,0,MultiDisease
SID16577761_SF05,0,MultiDisease
SID16662328_SF05,0,MultiDisease
SID16853657_SF05,0,MultiDisease
SID16913125_SF05,0,MultiDisease
SID16960763_SF07,0,MultiDisease
SID16969917_SF07,0,MultiDisease
SID17086721_SF05,0,MultiDisease
SID17090904_SF07,0,MultiDisease
SID17101027_SF07,0,MultiDisease
SID17230157_SF07,0,MultiDisease
SID17437941_SF05,0,MultiDisease
SID17453111_SF07,0,MultiDisease
SID17838578_SF07,0,MultiDisease
SID17997838_SF07,0,MultiDisease
SID18168329_SF05,0,MultiDisease
SID18293645_SF05,0,MultiDisease
SID18346018_SF05,0,MultiDisease
SID18425216_SF05,0,MultiDisease
SID18445642_SF07,0,MultiDisease
SID18706034_SF05,0,MultiDisease
SID18817057_SF05,0,MultiDisease
SID18912764_SF05,0,MultiDisease
SID19061811_SF05,0,MultiDisease
SID19251414_SF05,0,MultiDisease
SID19258449_SF07,0,MultiDisease
SID19400493_SF07,0,MultiDisease
SID19412825_SF05,0,MultiDisease
SID19498608_SF05,0,MultiDisease
SID19745900_SF05,0,MultiDisease
SID19919818_SF05,0,MultiDisease
SID19966838_SF05,0,MultiDisease
SID20006270_SF07,0,MultiDisease
SID20069333_SF05,0,MultiDisease
SID20215088_SF05,0,MultiDisease
SID30144631_SF07,0,MultiDisease
SID30293054_SF05,0,MultiDisease
SID30589734_SF05,0,MultiDisease
SID30594510_SF07,0,MultiDisease
SID30629079_SF05,0,MultiDisease
SID30756617_SF05,0,MultiDisease
SID30843812_SF07,0,MultiDisease
SID30920067_SF07,0,MultiDisease
SID30969970_SF05,0,MultiDisease
SID40164662_SF05,0,MultiDisease
SID40322749_SF05,0,MultiDisease
SID40344567_SF07,0,MultiDisease
SID40382585_SF05,0,MultiDisease
SID40406457_SF07,0,MultiDisease
SID40476924_SF05,0,MultiDisease
SID40572400_SF07,0,MultiDisease
SID40647106_SF07,0,MultiDisease
SID40741705_SF05,0,MultiDisease
SID40913201_SF05,0,MultiDisease
SID40930194_SF05,0,MultiDisease
SID50144974_SF05,0,MultiDisease
SID50279110_F018,0,MultiDisease
SID50466110_SF05,0,MultiDisease
SID50492523_SF05,0,MultiDisease
SID50507078_SF07,0,MultiDisease
SID50530888_SF05,0,MultiDisease
SID50635518_SF05,0,MultiDisease
SID50708626_SF05,0,MultiDisease
SID50724929_SF05,0,MultiDisease
SID50745639_SF05,0,MultiDisease
SID50850323_SF05,0,MultiDisease
SID60097006_SF05,0,MultiDisease
SID60148502_SF05,0,MultiDisease
SID60187319_SF07,0,MultiDisease
SID60200027_SF05,0,MultiDisease
SID60338620_SF05,0,MultiDisease
SID60514917_SF07,0,MultiDisease
SID70005253_SF05,0,MultiDisease
SID70053072_SF05,0,MultiDisease
SID70059005_SF05,0,MultiDisease
SID70111148_SF07,0,MultiDisease
SID70324089_SF05,0,MultiDisease
SID70488374_SF05,0,MultiDisease
SID70572554_SF05,0,MultiDisease
SID70596794_SF07,0,MultiDisease
SID70608855_SF05,0,MultiDisease
SID70616749_SF05,0,MultiDisease
SID70838280_SF05,0,MultiDisease
